CompanyName,street,City,State,ZipCode,ZipPlus,ContactFirstName,ContactLastName,ContactTitle,Phone,BusinessDescription,PrimaryNAICS,NAICS2,NAICS3,NAICS4,NAICS5,BusinessType,County,Employee,AnnualSales,URL,YearEstablished
ABC Board,115 N Cedar St,Greensboro,NC,27401,2228,Vickee,Armstrong,CEO,3362746304,Liquors-Retail,445310,,,,,Private,Guilford,95,35048000,GREENSBOROABC.COM,1996
ABC Board,201 W Fairfield Rd,High Point,NC,27263,1925,Rosalin,Stewart,Manager,3368613009,Liquors-Retail,445310,,,,,Private,Guilford,35,12913000,HIGHPOINTABC.COM,2014
ABC Board,603 W Harden St,Graham,NC,27253,2106,Larry,Brooks,Exec Director,3362266882,Liquors-Retail,445310,445310,,,,Private,Alamance,23,4965000,,2001
ABC Board of Pitt County,205 Queen St,Grifton,NC,28530,,,,,2525244533,Liquors-Retail,445310,,,,,Private,Pitt,1,232000,ABC.ORG,2006
ABC Board of Pitt County 4,3196 E 10th St,Greenville,NC,27858,4247,Kristan,Highsmith,Manager,2527582033,Liquors-Retail,445310,,,,,Private,Pitt,4,927000,ABC.NC.GOV,2006
ABC Board of Troutman,511 N Main St,Troutman,NC,28166,,,,,7045081407,Liquors-Retail,445310,445310,,,,Private,Iredell,5,1249000,,2016
ABC Board Triad Municipal,6850 Shallowford Rd,Lewisville,NC,27023,9704,,,,3367887141,Liquors-Retail,445310,,,,,Private,Forsyth,5,2410000,TRIADABC.ORG,1951
ABC Board Triad Municipal,4017 Country Club Rd,Winston Salem,NC,27104,3613,Gregory,Bradsher,Administrator,3367887141,Liquors-Retail,445310,,,,,Private,Forsyth,4,1928000,FORSYTHABC.ORG,1951
ABC Board Triad Municipal,3000 High Point Rd,Winston Salem,NC,27107,1720,Gregory,Bradsher,Administrator,3367887141,Liquors-Retail,445310,,,,,Private,Forsyth,4,1928000,TRIADABC.ORG,1992
ABC Board Triad Municipal,911 S State St,Yadkinville,NC,27055,6765,,,,3367887141,Liquors-Retail,445310,,,,,Private,Yadkin,5,916000,TRIADABC.ORG,1951
ABC Board Triad Municipal,2207 Oak Ridge Rd,Oak Ridge,NC,27310,9619,James,Waddell,President,3367887141,Liquors-Retail,445310,,,,,Private,Guilford,4,1476000,TRIADABC.ORG,1951
ABC Board Triad Municipal,2450 Market Center Dr,Clemmons,NC,27012,,Jeanette,Hatcher,Manager,3367887141,Liquors-Retail,445310,,,,,Private,Forsyth,5,2410000,TRIADABC.ORG,1951
ABC Board-Orange County,122 US Highway 70 E,Hillsborough,NC,27278,2173,,,,9197323432,Liquors-Retail,445310,445310,,,,Private,Orange,4,453000,,2016
ABC Board-Pitt County Store,3765 West Wilson St,Farmville,NC,27828,,Patricia,Dunn,Chairman,2527534407,Liquors-Retail,445310,445310,,,,Private,Pitt,2,464000,PITT.ABC.NC.GOV,2012
ABC Chowan Store,1328 N Broad St,Edenton,NC,27932,1464,Lewis,Waters,Manager,2524822622,Liquors-Retail,445310,,,,,Private,Chowan,5,913000,,2006
ABC Law Enforcement,3127 Starlight Dr,Winston Salem,NC,27107,4141,Gregory,Bradshar,Administrator,3367845808,Liquors-Retail,445310,,,,,Private,Forsyth,15,7228000,TRIADABC.ORG,1951
ABC Liquor Store,987 Nc Highway 210,Sneads Ferry,NC,28460,,Lisa,Poe,Manager,9103272064,Liquors-Retail,445310,,,,,Private,Onslow,8,1723000,,2017
ABC Liquor Store,3331 Pineville Matthews Rd,Charlotte,NC,28226,,Calvin,Mcdougal,Owner,7045404217,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,,2012
ABC Liquor Stores,115 Workshop Ln,Jacksonville,NC,28546,7553,Rochelle,Pittman,Manager,9104558121,Liquors-Retail,445310,,,,,Private,Onslow,6,1293000,ABC12NEWS.COM,2002
ABC Liquor Stores,2500 Onslow Dr,Jacksonville,NC,28540,5610,Jewell,Thomas,Manager,9103471027,Liquors-Retail,445310,,,,,Private,Onslow,7,1508000,,1994
ABC Liquor Stores,419 S Marine Blvd,Jacksonville,NC,28540,3670,Rochelle,Pittman,Manager,9103463026,Liquors-Retail,445310,,,,,Private,Onslow,3,647000,,1992
ABC Liquor Stores,964 Nc Highway 210,Sneads Ferry,NC,28460,9135,,,,9103272064,Liquors-Retail,445310,,,,,Private,Onslow,5,1077000,ABCFWS.COM,1994
ABC Liquor Stores,1073 W Corbett Ave,Swansboro,NC,28584,8459,Heather,Cortese,Manager,9103264810,Liquors-Retail,445310,,,,,Private,Onslow,4,862000,,1996
ABC Mart,313 Beatty Drive,Mt Holly,NC,28120,,,,,8155053536,Liquors-Retail,445310,,,,,Private,Gaston,6,176000,,2018
ABC of Sparta,48 S Main St,Sparta,NC,28675,9643,Barry,Atwood,Manager,3363724696,Liquors-Retail,445310,445310,,,,Private,Alleghany,4,1235000,SKYBEST.COM,1998
ABC Package Store,2918 N Herritage St,Kinston,NC,28501,1580,Brantly,Uzell,Manager,2525221331,Liquors-Retail,445310,,,,,Private,Lenoir,5,1543000,,2018
ABC Rowland,308 N Bond St,Rowland,NC,28383,,,,,9104223400,Liquors-Retail,445310,445310,,,,Private,Robeson,3,654000,,1999
ABC Store,7911 ACC Blvd,Raleigh,NC,27617,8742,,,,9193815004,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Store,12344 S 226 Hwy,Spruce Pine,NC,28777,8905,Bob,Robinson,Manager,8287651158,Liquors-Retail,445310,,,,,Private,Mitchell,5,791000,ABC.NC.GOV,2009
ABC Store,500 Americhase Dr # A,Greensboro,NC,27409,9507,Patrick,Tate,Manager,3368415510,Liquors-Retail,445310,,,,,Private,Guilford,4,1476000,GREENSBOROABC.COM,2004
ABC Store,318 N Pierce St,Eden,NC,27288,3445,Gary,Robinette,Manager,3366278300,Liquors-Retail,445310,445310,,,,Private,Rockingham,6,1213000,ABCSTORES.COM,1985
ABC Store,1705 Cotton Grove Rd,Lexington,NC,27292,5717,Brenda,Leonard,Manager,3363570029,Liquors-Retail,445310,445310,,,,Private,Davidson,5,977000,ABCSTORES.COM/INDEX.HTM,2002
ABC Store,216 W Academy St,Madison,NC,27025,2002,Dena,Mc Cullough,Manager,3364270440,Liquors-Retail,445310,445310,,,,Private,Rockingham,3,607000,,1984
ABC Store,219 N Raleigh St,Angier,NC,27501,8271,Shirley,Brinkley,Manager,9196394881,Liquors-Retail,445310,445310,,,,Private,Harnett,7,1412000,ABC.NC.GOV,1984
ABC Store,555 Jackson Rd,Dunn,NC,28334,,Robert,Parker,Manager,9108926608,Liquors-Retail,445310,445310,,,,Private,Harnett,12,2421000,,1984
ABC Store,102 Durwood Ct,Reidsville,NC,27320,7983,Jodi,Langel,Manager,3363496000,Liquors-Retail,445310,,,,,Private,Rockingham,6,1213000,,2000
ABC Store,8840 Franklin St E,Mt Pleasant,NC,28124,8787,Melvin,Bost,Manager,7044369711,Liquors-Retail,445310,445310,,,,Private,Cabarrus,3,697000,,2000
ABC Store,4912 Raleigh Road Pkwy W,Wilson,NC,27896,9700,Jordan,Boyette,Manager,2522376063,Liquors-Retail,445310,445310,,,,Private,Wilson,3,756000,ABCSTORES.COM,1999
ABC Store,642 E Broad Ave,Rockingham,NC,28379,3759,Mack,Odom,Manager,9108959687,Liquors-Retail,445310,445310,,,,Private,Richmond,9,1987000,,2000
ABC Store,145 Tunnel Rd,Asheville,NC,28805,1817,,,,8282546479,Liquors-Retail,445310,,,,,Private,Buncombe,10,4480000,,2013
ABC Store,1409 S Third St,Mebane,NC,27302,8186,,,,3362266882,Liquors-Retail,445310,,,,,Private,Alamance,5,1080000,,2013
ABC Store,1700 Stanley Rd # A,Greensboro,NC,27407,2754,Larry,Motsinger,Manager,3362921718,Liquors-Retail,445310,,,,,Private,Guilford,8,2952000,ABC12NEWS.COM,1994
ABC Store,115 N Cedar St,Greensboro,NC,27401,2228,V K,Armstrong,CEO,3362720875,Liquors-Retail,445310,445310,,,,Private,Guilford,6,2214000,GREENSBOROABC.COM,2012
ABC Store,30 E Sylva Shopping Ctr,Sylva,NC,28779,5168,Peggy,Queen,Manager,8285866280,Liquors-Retail,445310,,,,,Private,Jackson,7,1504000,ABCSTORES.COM,1994
ABC Store,5900 Ward Blvd,Wilson,NC,27893,6480,Larry,Ethridge,Manager,2522432204,Liquors-Retail,445310,445310,,,,Private,Wilson,5,1260000,WILSON.NCABCBOARDS.COM,1935
ABC Store,1520 Julian R Allsbrook Hwy,Roanoke Rapids,NC,27870,5114,Charles,Minngia,Manager,2525377545,Liquors-Retail,445310,,,,,Private,Halifax,8,1528000,,2006
ABC Store,103 S US Highway 701 Byp,Tabor City,NC,28463,,,,,9106532624,Liquors-Retail,445310,,,,,Private,Columbus,3,551000,ABC.NC.GOV,2006
ABC Store,4450 Randolph Rd # 200,Charlotte,NC,28211,2388,Richard,Hoover,Manager,7042951038,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,1958
ABC Store,419 N Main St,Lexington,NC,27292,3555,Brenda,Leonard,Manager,3362492528,Liquors-Retail,445310,445310,,,,Private,Davidson,15,2929000,,2000
ABC Store,1320 W 5th St,Lumberton,NC,28358,5424,John,Melton,Manager,9107398432,Liquors-Retail,445310,,,,,Private,Robeson,5,1090000,LUMBERTONHONDA.COM,1997
ABC Store At Tynecastle,4004 Nc Highway 105 S # 11,Sugar Mountain,NC,28604,9671,Sara,Brewer,Manager,8288988282,Liquors-Retail,445310,445310,,,,Private,Avery,6,1056000,SKYBEST.COM,1999
ABC Store Concord,7000 Hudspeth Rd,Harrisburg,NC,28075,5000,Eddie,Hagler,Manager,7044556567,Liquors-Retail,445310,445310,,,,Private,Cabarrus,11,2556000,CONCORDNC.GOV,2000
ABC Store Concord,5303 Poplar Tent Rd # 190,Concord,NC,28027,9702,Clyde,Kluttz,Manager,7047215409,Liquors-Retail,445310,445310,,,,Private,Cabarrus,3,697000,,2004
ABC Store Cumberland County,3708 Sycamore Dairy Rd,Fayetteville,NC,28303,3451,Gene,Webb,Director,9108674136,Liquors-Retail,445310,,,,,Private,Cumberland,6,1418000,CUMBERLANDABC.COM,2005
ABC Store Cumberland County,7621 Raeford Rd,Fayetteville,NC,28304,5918,,,,9108670041,Liquors-Retail,445310,,,,,Private,Cumberland,5,1182000,CUMBERLANDABC.COM,2011
ABC Store Cumberland County,1705 Owen Dr,Fayetteville,NC,28304,3418,David,Horne,Manager,9104842282,Liquors-Retail,445310,,,,,Private,Cumberland,4,946000,CUMBERLANDABC.COM,2010
ABC Store Cumberland County,2724 Hope Mills Rd,Fayetteville,NC,28306,8308,Sonya,Gushlaw,Manager,9104258929,Liquors-Retail,445310,,,,,Private,Cumberland,4,946000,,1999
ABC Store Cumberland County,200 Spring Ave,Spring Lake,NC,28390,3345,Janet,Price,Manager,9104973350,Liquors-Retail,445310,,,,,Private,Cumberland,3,709000,,1999
ABC Store I-40,160 Glen Rd,Garner,NC,27529,7901,Tina,Dickerson,Manager,9197730501,Liquors-Retail,445310,,,,,Private,Johnston,6,1432000,,1997
ABC Store Laurel Park,1709 Brevard Rd,Hendersonville,NC,28791,3201,Joan,Beddingfield,Manager,8286925325,Liquors-Retail,445310,445310,,,,Private,Henderson,5,1178000,LAURELPARK.ORG,1995
ABC Store No 2,730 Nc Highway 32 N,Corapeake,NC,27926,9770,Mark,Goodman,Manager,2524652502,Liquors-Retail,445310,,,,,Private,Gates,2,347000,,2010
ABC Store of Blowing Rock,7960 Valley Blvd,Blowing Rock,NC,28605,9157,Edith,Nations,Manager,8282957513,Liquors-Retail,445310,445310,,,,Private,Watauga,4,879000,,1998
ABC Store of Boone,2067 Blowing Rock Rd,Boone,NC,28607,6153,Ronnie,Hayes,Manager,8282623616,Liquors-Retail,445310,,,,,Private,Watauga,7,1537000,BOONEABC.COM,1987
ABC Store of Hamlet,921 W Hamlet Ave,Hamlet,NC,28345,4521,Mary,Faulkner,Manager,9105821504,Liquors-Retail,445310,445310,,,,Private,Richmond,5,1104000,,1999
ABC Store of Maxton,703 W Dr Martin Luther King Jr,Maxton,NC,28364,1246,Diane,Watson,Manager,9108443517,Liquors-Retail,445310,,,,,Private,Robeson,2,436000,ABCSTORES.COM,2002
ABC Store of Monroe,1771 Dickerson Blvd,Monroe,NC,28110,2757,Michael,Hinkel,Manager,7042831033,Liquors-Retail,445310,,,,,Private,Union,11,2524000,,1998
ABC STORE OF WJ,404 S Jefferson Ave,West Jefferson,NC,28694,,Tony,Lyall,Manager,3368462221,Liquors-Retail,445310,,,,,Private,Ashe,3,584000,ABC.NC.GOV,2012
ABC Store Orange County,106 Nc 54,Carrboro,NC,27510,1559,George,Walsh,Manager,9199329754,Liquors-Retail,445310,,,,,Private,Orange,3,340000,ORANGEABC.COM,2007
ABC Store Smithfield,417 S Brightleaf Blvd,Smithfield,NC,27577,4074,Swade,Carroll,Manager,9199347249,Liquors-Retail,445310,445310,,,,Private,Johnston,6,1432000,,2010
ABC Store-Benson,121 N Railroad St,Benson,NC,27504,1357,Swade,Carroll,Manager,9198945459,Liquors-Retail,445310,,,,,Private,Johnston,2,478000,,1996
ABC Store-Clayton,Hwy 42 E,Clayton,NC,27520,,,,,9195538141,Liquors-Retail,445310,445310,,,,Private,Johnston,3,716000,,2016
ABC Store-Clayton,12487 US 70 Hwy,Clayton,NC,27520,,Marshall,Creech,Manager,9195536829,Liquors-Retail,445310,445310,,,,Private,Johnston,5,1193000,,1999
ABC Store-Kenly,306 S Church St,Kenly,NC,27542,5006,Swade,Carrol,Manager,9192843121,Liquors-Retail,445310,,,,,Private,Johnston,2,478000,ABC.NC.GOV,1994
ABC Store-Maggie Valley,3931 Soco Rd,Maggie Valley,NC,28751,,Nancy,Hesel,Manager,8289263481,Liquors-Retail,445310,445310,,,,Private,Haywood,5,1102000,MAGGIEVALLEYNC.GOV,1994
ABC Store-Orange County,201 Cornelius St,Hillsborough,NC,27278,,Cassandra,Collins,Manager,9197322836,Liquors-Retail,445310,445310,,,,Private,Orange,2,227000,ORANGEABC.COM,2004
ABC Stores,157 Broadway St,Asheville,NC,28801,2345,Barbara,Burnette,Manager,8282539380,Liquors-Retail,445310,424490,,,,Private,Buncombe,2,896000,ASHEVILLEABCBOARD.COM,2004
ABC Stores,1101 Rotherwood Rd # 101,Greensboro,NC,27406,3843,Preston,Ingold,Manager,3363339511,Liquors-Retail,445310,,,,,Private,Guilford,5,1845000,GREENSBOROABC.COM,2004
ABC Stores,5 E Duncan St,Lillington,NC,27546,,Judy,Bethune,Manager,9108934127,Liquors-Retail,445310,445310,,,,Private,Harnett,7,1412000,ABC.NC.GOV,1984
ABC Stores,3923 W Gate City Blvd,Greensboro,NC,27407,4611,Donnie,Coghill,Manager,3362928199,Liquors-Retail,445310,,,,,Private,Guilford,4,1476000,GREENSBOROABCBROAD.COM,2001
ABC Stores,4639 W Market St # C,Greensboro,NC,27407,1258,Larry,Motsinger,Manager,3362928211,Liquors-Retail,445310,,,,,Private,Guilford,5,1845000,ABCSTORES.COM,1994
ABC Stores,3716 Battleground Ave # A,Greensboro,NC,27410,2362,Keith,Williamson,Manager,3362882383,Liquors-Retail,445310,,,,,Private,Guilford,5,1845000,GREENSBOROABC.COM,1994
ABC Stores,403 Pisgah Church Rd,Greensboro,NC,27455,2521,Mike,Pacsente,Manager,3362821456,Liquors-Retail,445310,,,,,Private,Guilford,4,1476000,GREENSBOROABC.COM,1994
ABC Stores,3100 E Market St,Greensboro,NC,27405,7528,,,,3362745929,Liquors-Retail,445310,,,,,Private,Guilford,4,1476000,GREENSBOROABC.COM,1994
ABC Stores,13934 US 19 Whites Plaza,Andrews,NC,28901,,Donna,Cutshaw,Manager,8283215706,Liquors-Retail,445310,,,,,Private,Cherokee,4,786000,,2003
ABC Stores,217 Moyton Ave,Stantonsburg,NC,27883,,Larry,Eitherage,Manager,2522383390,Liquors-Retail,445310,,,,,Private,Wilson,1,252000,ABC.COM,1998
ABC Stores,2801 Ward Blvd,Wilson,NC,27893,1733,Curtis,Brady,Manager,2522437223,Liquors-Retail,445310,445310,,,,Private,Wilson,3,756000,ABCSTORES.COM,1998
ABC Stores,441 S Main St,Rutherfordton,NC,28139,2910,Russ,Hester,Manager,8282872701,Liquors-Retail,445310,,,,,Private,Rutherford,4,784000,,2000
ABC Stores,2731 Ring Rd,Greensboro,NC,27405,5129,Phillip,Guiess,Manager,3366213466,Liquors-Retail,445310,,,,,Private,Guilford,4,1476000,,2009
ABC Stores,854 Union St S,Concord,NC,28025,5731,,,,7047865211,Liquors-Retail,445310,,,,,Private,Cabarrus,3,697000,CONCORDNC.AREAGUIDES.NET,1984
ABC Stores,2116 S Horner Blvd,Sanford,NC,27330,5820,Lee,Dowd,Manager,9197762520,Liquors-Retail,445310,,,,,Private,Lee,7,1489000,ABCSTORES.COM,2001
ABC Stores,2109 Avent Ferry Rd # 106,Raleigh,NC,27606,2137,Jon,Caldinarro,Manager,9198324278,Liquors-Retail,445310,,,,,Private,Wake,2,39000,WAKEABC.COM,1937
ABC Stores,1222 New Bern Ave,Raleigh,NC,27610,2530,Michael,Underwood,Manager,9198328262,Liquors-Retail,445310,445310,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Stores,2649 Appliance Ct,Raleigh,NC,27604,2468,Vance,Clayton,Manager,9198286457,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Stores,6301 Town Center Dr,Raleigh,NC,27616,2826,Billy,Wade,Manager,9198767799,Liquors-Retail,445310,,,,,Private,Wake,5,96000,WAKEABC.COM,1937
ABC Stores,204 US 70 Hwy W,Garner,NC,27529,,,,,9197729551,Liquors-Retail,445310,,,,,Private,Wake,2,39000,WAKEABC.COM,1937
ABC Stores,7336 Creedmoor Rd,Raleigh,NC,27613,1637,Jerry,Hill,Manager,9198489547,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Stores,704 Money Ct,Knightdale,NC,27545,7431,Hannah,Liles,Manager,9192663559,Liquors-Retail,445310,,,,,Private,Wake,4,77000,ABCSTORES.COM,1995
ABC Stores,1415 North Carolina Highway 55,Apex,NC,27523,,,,,9193871513,Liquors-Retail,445310,,,,,Private,Wake,2,39000,WAKEABC.COM,1937
ABC Stores,414 W Wilson St,Tarboro,NC,27886,4237,Linda,Rogers,Owner,2528234040,Liquors-Retail,445310,,,,,Private,Edgecombe,3,666000,ABCSTORES.COM,1995
ABC Stores,104 E Old Highway 74 76,Lake Waccamaw,NC,28450,2512,Carolyn,Moore,Manager,9106463830,Liquors-Retail,445310,,,,,Private,Columbus,5,918000,ABCSTORES.COM,1999
ABC Stores,807 Merrimon Ave,Asheville,NC,28804,2404,Jaclyn,Joyner,Manager,8282546531,Liquors-Retail,445310,,,,,Private,Buncombe,4,1792000,,2000
ABC Stores,1930 E Main St,Albemarle,NC,28001,5334,Karen,Cranford,Manager,7049822246,Liquors-Retail,445310,445310,,,,Private,Stanly,11,2256000,,2000
ABC Stores,2612 Forest Hills Rd SW,Wilson,NC,27893,4431,Linda,Jones,Manager,2522372218,Liquors-Retail,445310,,,,,Private,Wilson,2,504000,ABCSTORES.COM,2000
ABC Stores,273 NE Broad St,Southern Pines,NC,28387,5526,Pam,Smith,Manager,9106928193,Liquors-Retail,445310,,,,,Private,Moore,9,2158000,ABC.NC.GOV,2013
ABC Stores,8700 Emerald Dr,Emerald Isle,NC,28594,2400,Patsy,Parsons,Manager,2523546000,Liquors-Retail,445310,,,,,Private,Carteret,4,824000,,1991
ABC Stores Wake County,881 Falcate Dr,Wake Forest,NC,27587,9172,Debra,Dunn,Manager,9195565121,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Stores Wake County,3320 Olympia Dr,Raleigh,NC,27603,3402,,,,9197796841,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Stores Wake County,411 Woodburn Rd,Raleigh,NC,27605,,,,,9198320496,Liquors-Retail,445310,,,,,Private,Wake,3,58000,,2013
ABC Stores Wake County,6494 Tryon Rd,Cary,NC,27518,7050,,,,9192350988,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Stores Wake County,420 Woodburn Rd,Raleigh,NC,27605,1324,Joel,Keith,Manager,9198320496,Liquors-Retail,445310,,,,,Private,Wake,4,77000,WAKEABC.COM,1937
ABC Stores Wake County,665 Cary Towne Blvd,Cary,NC,27511,4219,Ellery,Oliver,Manager,9194690434,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Stores Wake County,6816 Davis Cir,Raleigh,NC,27613,3114,Gary,Bowden,Manager,9197874108,Liquors-Retail,445310,,,,,Private,Wake,3,58000,,2013
ABC Stores Wake County,1420 N Arendell Ave,Zebulon,NC,27597,8734,John,Latshaw,Manager,9194041813,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
ABC Stores Wake County,7112 Sandy Forks Rd,Raleigh,NC,27615,6715,Max,Gray,Manager,9198968850,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKECOUNTYABC.COM,2010
ABC Stores Wake County,1601 Cross Link Rd # 61,Raleigh,NC,27610,4186,,,,9198322517,Liquors-Retail,445310,,,,,Private,Wake,3,58000,ABCSTORES.COM,2013
Ahmed Zubaidi Henyar Beer & Wn,614 Lakeland St,Durham,NC,27701,4509,Ahmed Z,Henyar,Owner,9190001111,Beer & Ale-Retail,445310,,,,,Private,Durham,4,1101000,,2015
Alamance Municipal ABC Bo,942 E Harden St,Graham,NC,27253,8516,Tuesday,Roshelli,Manager,3362218007,Liquors-Retail,445310,445310,,,,Private,Alamance,4,864000,,2010
Alamance Municipal ABC Board,3012 S Church St,Burlington,NC,27215,5153,Ernest,Murray,Manager,3365844214,Liquors-Retail,445310,445310,,,,Private,Alamance,6,1296000,,2018
Alcohol Beverage Control,205 Louisiana Ave,Asheville,NC,28806,3423,Ginger,Bustos,Manager,8282546613,Liquors-Retail,445310,,,,,Private,Buncombe,8,3584000,,2000
Alcoholic Beverage Control,6009 Market St,Wilmington,NC,28405,3617,Marlena,Queen,CEO,9107627611,Liquors-Retail,445310,,,,,Private,New Hanover,3,262000,NEWHANOVERABC.NC.GOV,2006
Alcoholic Beverage Control,205 S Church St,Hendersonville,NC,28792,5042,Powers,English,Manager,8286934112,Liquors-Retail,445310,,,,,Private,Henderson,10,2356000,HVILLEABC.COM,1955
Alcoholic Beverage Control,275 Thompson St,Hendersonville,NC,28792,,Powers,English,Manager,8286934115,Liquors-Retail,445310,,,,,Private,Henderson,4,943000,,1998
Alcoholic Beverage Control Bd,52 Dayco Dr,Waynesville,NC,28786,6070,Earl,Clark,Manager,8284524444,Liquors-Retail,445310,424490,,,,Private,Haywood,6,1322000,,1984
Alcoholic Beverage Control Brd,254 Veterans Blvd,Bryson City,NC,28713,,Michael,Perry,Manager,8284886682,Liquors-Retail,445310,,,,,Private,Swain,4,982000,,2000
Allison Oaks Vineyards,221 E Main St,Yadkinville,NC,27055,8259,Gene,Renegar,Owner,3366771388,Wines-Retail,445310,111332,,,,Private,Yadkin,3,550000,EVENTECTIVE.COM,1997
American South Wines LLC,7760 Silver View Ln,Raleigh,NC,27613,1455,,,,9199010626,Wines-Retail,445310,,,,,Private,Wake,2,39000,AMERICANSOUTHWINES.COM,2014
Apex Beverage Co,94 Rushing Wind Way,Apex,NC,27502,3884,Eric,Stokes,Owner,9193679414,Liquors-Retail,445310,424490,,,,Private,Wake,2,39000,APEXBEVERAGECOMPANY.COM,2008
Apex Fine Wine,107 Edinburgh South Dr # 204,Cary,NC,27511,6455,Eric,Stokes,Owner,9199248872,Wines-Retail,445310,,,,,Private,Wake,3,58000,APEXFINEWINE.COM,2018
Appalachian Vintner Inc,745 Biltmore Ave # 121,Asheville,NC,28803,2556,G R,Alexander,Owner,8285057500,Wines-Retail,445310,,,,,Private,Buncombe,2,896000,APPALACHIANVINTNER.COM,2008
Artesian Enterprises,4319 Waterleaf Ct # 101,Greensboro,NC,27410,8171,Peter T,Booras,President,3363161260,Wines-Retail,445310,,,,,Private,Guilford,54,19922000,FREEDOMBEVERAGECOMPANY.NET,2011
Artisan Wine Merchant,8659 Caratoke Hwy,Powells Point,NC,27966,9783,,,,2523059463,Wines-Retail,445310,,,,,Private,Currituck,2,446000,ARTISANWINEMERCHANT.NET,2015
Asheboro ABC Board,700 S Fayetteville St,Asheboro,NC,27203,6406,Rodney,Johnson,Manager,3366292530,Liquors-Retail,445310,,,,,Private,Randolph,9,1923000,,2008
Asheville ABC Board,145 Tunnel Rd,Asheville,NC,28805,1817,,,,8282546915,Liquors-Retail,445310,445310,,,,Private,Buncombe,5,2240000,ASHEVILLEABCBOARD.COM,2014
Asheville ABC Board,807 Merrimon Ave,Asheville,NC,28804,2404,,,,8282543739,Liquors-Retail,445310,445310,,,,Private,Buncombe,5,2240000,ASHEVILLEABCBOARD.COM,2014
Asheville ABC Board,205 Louisiana Ave,Asheville,NC,28806,3423,,,,8282557862,Liquors-Retail,445310,445310,,,,Private,Buncombe,5,2240000,ASHEVILLEABCBOARD.COM,2014
Asheville ABC Board,1 Cherry St,Asheville,NC,28801,2221,June,Styles,Manager,8282535661,Liquors-Retail,445310,445310,,,,Private,Buncombe,4,1792000,ASHEVILLEABCBOARD.COM,2004
Asheville ABC Board,75 Long Shoals Rd,Arden,NC,28704,,Gayle,Cole,Manager,8286760806,Liquors-Retail,445310,445310,,,,Private,Buncombe,5,2240000,ASHEVILLEABC.COM,2009
Asheville ABC Board,337 New Leicester Hwy,Asheville,NC,28806,2046,Barbie,Bunrette,Manager,8282544922,Liquors-Retail,445310,445310,,,,Private,Buncombe,5,2240000,,2009
Asheville ABC Board,582 Hendersonville Rd,Asheville,NC,28803,2822,,,,8285053705,Liquors-Retail,445310,445310,,,,Private,Buncombe,5,2240000,,2009
Asheville ABC Board 4,179 S Charlotte St,Asheville,NC,28801,3766,Gayle,Coyle,Manager,8282546491,Liquors-Retail,445310,,,,,Private,Buncombe,4,1792000,ASHEVILLEABC.COM,2001
Asheville ABC Board LLC,3933 Sweeten Creek Rd,Arden,NC,28704,3133,Barbie,Bernette,Manager,8286877061,Liquors-Retail,445310,445310,,,,Private,Buncombe,4,1792000,,2011
Asheville Wine Market Inc,65 Biltmore Ave,Asheville,NC,28801,3626,Laurence,Weaver,Owner,8282530060,Beer & Ale-Retail,445310,445310,,,,Private,Buncombe,6,2688000,ASHEVILLEWINE.COM,1932
Atlantic Craft Beer-Spec Wine,8845 Caratoke Hwy # 5,Harbinger,NC,27941,,,,,2522026923,Beer & Ale-Retail,445310,,,,,Private,Currituck,4,892000,,2018
Atomic Liquors,604 E Chatham St # D,Cary,NC,27511,6926,Matthew J,Crittenden,Other,9190001111,Liquors-Retail,445310,,,,,Private,Wake,3,58000,,2017
Aviator Beer Shop,601 Broad St,Fuquay Varina,NC,27526,1709,,,,9196055497,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,AVIATORBREW.COM,2015
Bacchus Wine & Cheese,891 Albacore St,Corolla,NC,27927,9664,Jessica,Tencza,Owner,2524534333,Wines-Retail,445310,722511,,,,Private,Currituck,8,1783000,BACCHUSWINEANDCHEESE.COM,1991
Barwley Beverage,4620 Park Rd,Charlotte,NC,28209,3867,Michael,Brawley,Owner,7045211300,Beer & Ale-Retail,445310,424490,445310,,,Private,Mecklenburg,1,506000,BRAWLEYS.COM,2003
Beasleys,426 S Mcdowell St,Raleigh,NC,27601,1727,Jessie,Koppenhaver,Manager,9193220127,Liquors-Retail,445310,,,,,Private,Wake,3,58000,AC-RESTAURANTS.COM,2015
